company_name,location,location_type,sales,url,phone_number
"Zhongshan Changji Real Estate Development Co., Ltd.",Guangdong(China),Headquarters,274234000,,
"Zhongshan Hongkai Chengxin Construction Engineering Co., Ltd.",Guangdong(China),Headquarters,274234000,,
"Zhongshan Project Management Co., Ltd.",Guangdong(China),Headquarters,274234000,www.zhongshanpm.com,
"Zhongshang Boshun Industry Group Co., Ltd.",Chongqing(China),Headquarters,274234000,www.cmufund.com,
"Zhongshang Jiantou Huazhong Industry Co., Ltd.",Henan(China),Headquarters,274234000,www.zsjtjs.cn,
"Zhongshanpu (Suzhou) Construction Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Zhongshuai Intelligence Engineering Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Zhongtai Construction Group Huanan Engineering Co., Ltd.",Guangdong(China),Headquarters,274234000,www.ztjsjt13.com,
"Zhongtai Huanyu (Beijing) Architecture Engineering Co., Ltd.",Beijing(China),Headquarters,274234000,,
"Zhongtie Chengtou Construction Engineering Co., Ltd.",Fujian(China),Headquarters,274234000,,
"Zhongtie Guotai (Shaanxi) Construction Co., Ltd.",Shaanxi(China),Headquarters,274234000,,
"Zhongtie Guotai Industry Co., Ltd.",Beijing(China),Headquarters,274234000,,
"Zhongtie Huatong Construction Co., Ltd.",Guangdong(China),Headquarters,274234000,,
"Zhongtie Jianchuan (Chengdu) Construction Engineering Group Co., Ltd.",Sichuan(China),Headquarters,274234000,www.crctv.sc.cn,
"Zhongtie Jianchuan (Hainan) Construction Co., Ltd.",Hainan(China),Headquarters,274234000,www.crctv.sc.cn,89865482979.0
"Zhongtie Jianchuan Anguo Construction Development Co., Ltd.",Hebei(China),Headquarters,274234000,www.crctv.sc.cn,
"Zhongtie Jianxing Engineering Co., Ltd.",Shaanxi(China),Headquarters,274234000,,
"Zhongtie Jianye Group Chongqing Construction Co., Ltd.",Chongqing(China),Headquarters,274234000,,
"Zhongtie Jiyuan Engineering Co., Ltd.",Henan(China),Headquarters,274234000,,
"Zhongtie Junhai Construction Engineering (Taizhou) Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Zhongtie Junhai Construction Engineering (Yantai) Co., Ltd.",Shandong(China),Headquarters,274234000,,
"Zhongtie Junhai Construction Engineering Lianyungang Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Zhongtie Silu Construction Co., Ltd.",Jilin(China),Headquarters,274234000,,
"Zhongtie Xinda Construction (Tianjin) Co., Ltd.",Tianjin(China),Headquarters,274234000,,
"Zhongtie Zhong'An Construction Investment (Yunnan) Co., Ltd.",Yunnan(China),Headquarters,274234000,www.avic-logistics.com.cn,
"Zhongxibu Duiwai Construction Engineering Shaanxi Co., Ltd.",Shaanxi(China),Headquarters,274234000,,
"Zhongya Shiji Construction Group Co., Ltd.",Tianjin(China),Headquarters,274234000,,
"Zhongye (Hainan) Construction Development Co., Ltd.",Hainan(China),Headquarters,274234000,www.bjzytz.cn,
"Zhongyi Guoneng Construction Co., Ltd.",Beijing(China),Headquarters,274234000,www.tcjtzgs.com,
"Zhongyiyuan (Fujian) Construction Engineering Group Co., Ltd.",Fujian(China),Headquarters,274234000,,
"Zhongyiyuan Construction Engineering Co., Ltd.",Fujian(China),Headquarters,274234000,,
"Zhongyou Guochu Energy (Jiangsu) Co., Ltd.",Jiangsu(China),Headquarters,274234000,,
"Zhongyue Construction (Tianjin) Co., Ltd.",Tianjin(China),Headquarters,274234000,www.zhongyuejs.com,
"Zhongyue Construction Group Hebei Co., Ltd.",Hebei(China),Headquarters,274234000,www.zhongyuejs.com,
"Zhongyue Construction Group Jiyang Co., Ltd.",Shandong(China),Headquarters,274234000,www.zhongyuejs.com,
"Zhongzhao Jiantou Group Co., Ltd.",Anhui(China),Headquarters,274234000,,
"Zhongzi Guoben Construction Development Co., Ltd.",Beijing(China),Headquarters,274234000,,
"Zhongzi Xinchuang City Development Construction Co., Ltd.",Beijing(China),Headquarters,274234000,,
"Zhoukou Guokong Development Property Co., Ltd.",Henan(China),Headquarters,274234000,,
"Zhuda Construction Group Co., Ltd.",Henan(China),Headquarters,274234000,,
"Zhuhai Jiaqi Construction Engineering Co., Ltd.",Guangdong(China),Headquarters,274234000,,
"Zhuhai Kaisui Construction Engineering Co., Ltd.",Guangdong(China),Headquarters,274234000,,
"Zhuhai Longhu Development Co., Ltd.",Guangdong(China),Headquarters,274234000,www.longfor.com.cn,
"Zhuhai Qihao Architecture Decoration Engineering Co., Ltd.",Guangdong(China),Headquarters,274234000,,
"Zhuhai Taipingyang Construction Co., Ltd.",Guangdong(China),Headquarters,274234000,www.jscpcg.com,
"Zhuhai Zhenqi Construction Engineering Co., Ltd.",Guangdong(China),Headquarters,274234000,,
"Zhumadian Hengji Construction Engineering Co., Ltd.",Henan(China),Headquarters,274234000,,
"Zibo Baijin Architecture Engineering Co., Ltd.",Shandong(China),Headquarters,274234000,,
"Zibo Degong Architecture Engineering Co., Ltd.",Shandong(China),Headquarters,274234000,www.sdhxjs.com,
"Zibo Qiande Hydropower Engineering Co., Ltd.",Shandong(China),Headquarters,274234000,,
"Powerchina Guizhou Engineering Co., Ltd.",Guizhou(China),Headquarters,274147731,www.gepcc.com,85183715768.0
"Haicheng Zhonghao Magnesium Industry Co., Ltd.",Liaoning(China),Headquarters,274107600,www.hcszhmy.com,4123772582.0
"Henan D.R. Construction Group    Co., Ltd",Henan(China),Headquarters,274088815,www.henandr.com.cn,37161233658.0
Hubei Fuel Head Office,Hubei(China),Headquarters,274069104,,2787815997.0
"Xunshan Group Co., Ltd.",Shandong(China),Headquarters,274068236,www.ailunwan.com,6317651082.0
"Guiyang Friendship (Group) Holding Co.,Ltd.",Guizhou(China),Headquarters,274060500,www.gyyyjt.com,85185812367.0
"Shanghai Zendai Property Co., Ltd.",Shanghai(China),Headquarters,274060500,www.zendaiproperty.com,2133927888.0
"Chongqing Yutong Highway Engineering Co., Ltd.",Chongqing(China),Headquarters,274059648,,
"Suzhou Etron Technologies Co., Ltd.",Jiangsu(China),Headquarters,273980736,www.etron.cn,51265461690.0
"Yingda International Trust Co.,Ltd",Beijing(China),Headquarters,273868542,www.yditc.com.cn,1051960300.0
"China Construction Investment Financial Leasing (Shanghai) Co., Ltd.",Shanghai(China),Headquarters,273819936,www.95590.cn,
Dongbei Construction & Installation Engineering Corporation,Liaoning(China),Headquarters,273815340,,2423528255.0
"Beijing Shouhua Construction Management Co., Ltd.",Beijing(China),Headquarters,273815000,www.bjfdjt.com,1065255702.0
"Chongqing Jinhui Changjiang Real Estate Co.,Ltd.",Chongqing(China),Headquarters,273815000,www.radiance.com.cn,
"Fujian Sanlin Construction Co.,Ltd.",Fujian(China),Headquarters,273815000,,59587006666.0
"Guangzhou Huangpu No.2 Construction Engineering Co., Ltd.",Guangdong(China),Headquarters,273815000,,2082385898.0
"Guangzhou Zhongjian Sanju No.1 Construction Engineering Co., Ltd.",Hubei(China),Headquarters,273815000,,
"Hebei Chenxiang Construction Installation Group Co., Ltd.",Hebei(China),Headquarters,273815000,www.hbchenxiang.com,3108011105.0
"Jingmen Jinning Construction Co., Ltd.",Hubei(China),Headquarters,273815000,,7242332045.0
"Taihong Construction Development Co.,Ltd.",Henan(China),Headquarters,273815000,www.thjsfz.com,37163726333.0
"Zhangjiakou Construction Engineering Co., Ltd.",Hebei(China),Headquarters,273815000,,3133064250.0
Zhaoqing Construction Engineering Co No 2 Guangdong,Guangdong(China),Headquarters,273815000,,7582225149.0
"Guangzhou Qirun Paper Co., Ltd.",Guangdong(China),Headquarters,273797996,www.itg.cn,2066352777.0
Zhejiang Normal University,Zhejiang(China),Headquarters,273734580,www.zjnu.edu.cn,57982282245.0
"Neusoft Medical Systems Co., Ltd.",Liaoning(China),Headquarters,273651843,www.neusoftmedical.com,2423358888.0
Weifang Kuiwen District Dongshangyu Economy Specialty Cooperative,Shandong(China),Headquarters,273650020,,
"Asia Symbol (Shandong) Pulp And Paper Co.,Ltd.",Shandong(China),Headquarters,273629664,www.asiasymbol.com,
"Shenzhen Shengda Automotive Sales Service Co., Ltd.",Guangdong(China),Headquarters,273593077,www.szql-isuzu.com,75526086210.0
"Shandong Guanlu Real Estate Co., Ltd.",Shandong(China),Headquarters,273580088,www.guanlugroup.com,5394228666.0
Ganzhou Nankang District Urban Construct,Jiangxi(China),Headquarters,273550894,www.nkcfjt.cn,7976627512.0
Guangzhou Boguan Telecommunication Technology Limited,Guangdong(China),Headquarters,273525660,www.xn--dpqr6vpbu16ktf5a47c.com,2085105163.0
"Haicheng Xiyang Magnesite Mining Co.,Ltd.",Liaoning(China),Headquarters,273524000,,4123277388.0
"Bi-Link (Shanghai) Co., Ltd.",Shanghai(China),Headquarters,273520926,www.bi-link.com,2164341111.0
"Dongying Bohai Material Group Co., Ltd.",Shandong(China),Headquarters,273520926,,5468222161.0
"Bank Of Huzhou Co.,Ltd.",Zhejiang(China),Headquarters,273491753,www.hzccb.com,5722210895.0
"Qichun County Guojian Investment Co., Ltd.",Hubei(China),Headquarters,273460483,,7137217195.0
"Henan Geotechnical Engineering Co.,Ltd.",Henan(China),Headquarters,273411298,,
"Shenzhen Qianhai Ruimaotong Supply Chain Platform Services Co., Ltd.",Guangdong(China),Headquarters,273402102,www.ccsoln.com,1056735828.0
"Linquan County Traffic Construction Investment Co., Ltd.",Anhui(China),Headquarters,273377580,,5583965388.0
"Sc China Mobile Communication Tech Engineering Co., Ltd.",Sichuan(China),Headquarters,273315900,www.ccceb.com,15928817550.0
"Nanjing Riverside Investment & Development Co.,Ltd",Jiangsu(China),Headquarters,273308130,www.njbj.gov.cn,2586122702.0
"Shanghai Bada Textiles Co., Ltd.",Shanghai(China),Headquarters,273250315,,2162319898.0
"Shenzhen Investment Promotion Real Estate Management Co., Ltd.",Guangdong(China),Headquarters,273231000,www.cmpo1914.com,75526834000.0
"Luli Group Co., Ltd.",Shandong(China),Headquarters,273180000,www.luligroup.com,5365361300.0
"Jinan Gengchen Casting Materials Co., Ltd.",Shandong(China),Headquarters,273144666,www.jngc.com.cn,53188281600.0
"Xuancheng Economic Development Zone Construction & Investment Co.,Ltd.",Anhui(China),Headquarters,273131688,,5632626509.0
"Yunnan Huitong Real Estate Development Operation Co., Ltd.",Yunnan(China),Headquarters,273073879,,87165163555.0
"Renhuai City Water Investment And Development Co., Ltd",Guizhou(China),Headquarters,273065210,,85122222101.0
"Baic Group Industrial Investment Co,.Ltd",Beijing(China),Headquarters,273013747,www.baiccapital.com,10876659588027.0
"Tianjin Tianzhong Giant Heavy Industry C O., Ltd.",Tianjin(China),Headquarters,273005000,www.giantheavy.com,2286885708.0
Anhui Anqing Construction Installation Engineering Company,Anhui(China),Headquarters,272993555,www.aqjzaz.cn,5565512910.0
"Kunshan City Industrial Assets Management Co., Ltd.",Jiangsu(China),Headquarters,272941481,www.kswsljt.com,51257535590.0
"Taiping & Sinopec Financial Leasing Co., Ltd.",Shanghai(China),Headquarters,272897399,www.tpshleasing.com,2161625379.0
"Jiangsu Lidao New Material Co.,Ltd.",Jiangsu(China),Headquarters,272895650,www.jsldxcl.com,51968881358.0
Bama Tea Stock Limited Company,Guangdong(China),Headquarters,272817440,www.bamatea.com,75582389378.0
Jianli County Construction Engineering General Company,Hubei(China),Headquarters,272715680,,7163326669.0
Wuxi Binhu City Investment Development Co. Ltd,Jiangsu(China),Headquarters,272707321,,51085807393.0
"Hefei Haier Washing Machinery Co., Ltd.",Anhui(China),Headquarters,272706000,www.haier.com,13865948066.0
"Guangdong Mingzhu Group Co.,Ltd",Guangdong(China),Headquarters,272697153,www.gdmzh.com,7533326057.0
"Zhejiang Huzhou Ring Taihu Group Co., Ltd.",Zhejiang(China),Headquarters,272644596,,5722103126.0
"Sdic Taikang Trust Co.,Ltd.",Beijing(China),Headquarters,272644585,www.sdictktrust.com,1083321800.0
"Dalian Gangyuan Construction Labor Services Co.,Ltd.",Liaoning(China),Headquarters,272565930,,
"China International Travel Service Limited, Head Office",Beijing(China),Headquarters,272531568,www.ourtour.com,1085228888.0
"Nanjing A Leaf Information Technology Co., Ltd.",Jiangsu(China),Headquarters,272421000,,2586690556.0
"21St Metallurgy Company Construction Group Co., Ltd.",Gansu(China),Headquarters,272377884,www.21yjt.com,9318617550.0
"Suzhou Jinhong Gas Co., Ltd.",Jiangsu(China),Headquarters,272373207,www.jinhonggroup.com,51265767715.0
"Fujian Sanming Ganglian Co.,Ltd.",Fujian(China),Headquarters,272368527,,5988339867.0
"Guilin Sanjin Pharmaceutical Co.,Ltd",Guangxi(China),Headquarters,272362415,www.sanjin.com.cn,
"Beijing Zhuzong Steel Structure Engineering Co., Ltd.",Beijing(China),Headquarters,272271972,,1067721697.0
"Fanhua Yiju (Beijing) Home Furnishing Co., Ltd.",Beijing(China),Headquarters,272260000,www.gaoshijiajuxinxipingtai.com,13051168612.0
"Sichuan Langjiasi Co., Ltd.",Sichuan(China),Headquarters,272260000,,8385198858.0
Shanghai General Hospital,Shanghai(China),Headquarters,272259040,www.firsthospital.cn,
Fengxian County City Investment And Development Co. Ltd.,Jiangsu(China),Headquarters,272211938,www.fxctgs.com,51667768577.0
"Jingjiang Binjiang Xinecheng Investment & Development Co., Ltd.",Jiangsu(China),Headquarters,272199894,www.jjbjxc.com,52384929888.0
"Shanghai Sunwin Industry Group Co.,Ltd.",Shanghai(China),Headquarters,272137440,www.sunwin-sh.com,2160360288.0
China Longgong Development Holding Limited,Shanghai(China),Headquarters,272016000,,2137602000.0
"New United Rail Transit Technology Co., Ltd.",Jiangsu(China),Headquarters,272016000,www.newunitedrt.com,51988776088.0
"Zhengzhou Yutong Heavy Industries Co., Ltd.",Henan(China),Headquarters,272016000,www.yutongzg.com,37167568585.0
"Hebei Hongbo Animal Husbandry Co., Ltd.",Hebei(China),Headquarters,271966000,www.xiangyouxian.com,
"Hebei Xingda Feed Group Co., Ltd.",Hebei(China),Headquarters,271966000,www.xingdagroup.cn,3198871025.0
"Jilin Jifa Indsutry Group  Co., Ltd.",Jilin(China),Headquarters,271966000,,4315322587.0
Shandong Cereals & Oil Group Corporation,Shandong(China),Headquarters,271966000,,53186403178.0
"Liaoning Province Huludao Tobacco Co., Ltd.",Liaoning(China),Headquarters,271957184,,4293118303.0
"Xinfengming Group Huzhou Zhongshi Technology Co., Ltd.",Zhejiang(China),Headquarters,271921713,www.xinfengming.com,
"Guangdong Coagent Electronics S&T Co., Ltd.",Guangdong(China),Headquarters,271854014,www.coagent.cn,
"Shanghai Beite Technology Co., Ltd.",Shanghai(China),Headquarters,271836530,www.sh-beite.com,2162190266.0
Cangzhou No.2 Construction Engineering Company,Hebei(China),Headquarters,271835952,,3173041873.0
"Jiangsu Yuehua Construction Co., Ltd.",Jiangsu(China),Headquarters,271835952,,
"Zhumadian Urban & Rural Construction And Investment Group Co.,Ltd",Henan(China),Headquarters,271763013,www.zmdsctjt.com,3962610871.0
"Jiangsu Fuyuanguang Construction Development Co., Ltd.",Jiangsu(China),Headquarters,271701745,,51087231300.0
"Svg Tech Group Co.,Ltd.",Jiangsu(China),Headquarters,271669317,www.svgoptronics.com,51262868882.0
Hangzhou No.1 People'S Hospital (Zhejiang University Medical College Affiliated Hangzhou No.1 People'S Hospital),Zhejiang(China),Headquarters,271617592,www.hz-hospital.com,57156008888.0
"Shenzhen Weizuqiu Mengxiang Sports Development Co.,Ltd.",Guangdong(China),Headquarters,271593789,,75582664480.0
"Jiangsu Tianning Construction Engineering Co., Ltd.",Jiangsu(China),Headquarters,271571458,www.jstianning.cn,51988150103.0
Jinzhong City Commercial Bank,Shanxi(China),Headquarters,271517761,www.jzbank.com,3543366330.0
"Panasonic Appliances Cold Chain(Dalian) Co., Ltd.",Liaoning(China),Headquarters,271471517,coldchain.panasonic.cn,41187304210.0
"Hsg Laser Co., Ltd.",Guangdong(China),Headquarters,271459220,www.gdhongshan.com,75766833906.0
"Shenzhen Prince New Materials Co.,Ltd.",Guangdong(China),Headquarters,271409973,www.szwzxc.com,75581713366.0
"Shiyan Hanjiangxing Construction Development Co., Ltd.",Hubei(China),Headquarters,271399649,,7197229513.0
"Huaxi Xinyu Investment Co., Ltd.",Beijing(China),Headquarters,271397377,,1065630333.0
"Qingdao Ronghui Caifu Investment Holding Group Co., Ltd.",Shandong(China),Headquarters,271352254,,53285825088.0
"Zhejiang Qingshanhu Research Innovation Base Investment Co., Ltd.",Zhejiang(China),Headquarters,271241196,,57161082917.0
Xuzhou Highway Engineering General Company,Jiangsu(China),Headquarters,271185824,www.xzgonglu.com,51683906318.0
"Wuxi Paike New Materials Technology Co., Ltd.",Jiangsu(China),Headquarters,271130294,www.wuxipaike.com,51085585259.0
Ningbo Changhong Polymer Scientific And Technical Inc.,Zhejiang(China),Headquarters,271128574,www.changhongpolymer.com,57455222361.0
"Qingdao Jiaozhou Xincheng Construction Development Co., Ltd.",Shandong(China),Headquarters,271101356,www.qdjzxc.com,53282200876.0
"Hubei Chuyuan Technology Development Co.,Ltd.",Hubei(China),Headquarters,271093485,,
"China Chemistry Engineering No.2 Construction Group Co., Ltd.",Shanxi(China),Headquarters,271059100,,3516073561.0
"Wuxi Ruinian Industry Co.,Ltd.",Jiangsu(China),Headquarters,271053528,www.ruinian.com.cn,51085993552.0
Beijing Chongwenmen,Beijing(China),Headquarters,271051200,www.chongwenmenhotel.com,
"Shenyang Sunshine Pharmaceutical Co., Ltd.",Liaoning(China),Headquarters,270960000,www.3sbio.com,2425819984.0
"Beijing Songlian Technology Co., Ltd.",Beijing(China),Headquarters,270946769,www.stac.net.cn,1058793000234.0
"Hebei Dingsheng Construction Engineering Group Co., Ltd.",Hebei(China),Headquarters,270888000,,3163160954.0
"Hunan Yong'An Construction Co., Ltd.",Hunan(China),Headquarters,270888000,,73183612207.0
"Qingdao Yingxin Construction Group Co.,Ltd.",Shandong(China),Headquarters,270888000,www.yxgroup.cn,53287865577.0
"Yueyang Construction Engineering Group Co.,Ltd.",Hunan(China),Headquarters,270888000,www.yyceg.cn,7308223120.0
"Guangzhou Urban Investment Co., Ltd.",Guangdong(China),Headquarters,270885810,www.gzci.net,
"Bravolinks Integrated Marketing Co., Ltd.",Beijing(China),Headquarters,270859375,www.bravolinks.cn,1058158010.0
"Sunniwell Co., Ltd.",Beijing(China),Headquarters,270852538,www.sunniwell.net,
Chuanbei Medical College Affiliated Hospital,Sichuan(China),Headquarters,270833600,,8172222856.0
Yibin No.2 People'S Hospital,Sichuan(China),Headquarters,270833600,,8318252546.0
Donghua Institute Of Technology University,Jiangxi(China),Headquarters,270832800,www.ecit.edu.cn,7948258299.0
Guangdong Vocational Technology Normal College,Guangdong(China),Headquarters,270832800,,2085549722.0
Wenzhou-Kean University,Zhejiang(China),Headquarters,270832800,www.wku.edu.cn,13616615992.0
Xi'An University Of Architecture & Technology,Shaanxi(China),Headquarters,270832800,www.xauat.edu.cn,2982202885.0
